"cbsa","state","puma12","stab","cbsaname15","PUMAname","pop14","afact"
"CBSA current as of CBSAyr","FIPS state","puma12","State Postal Code","2015 CBSA Name","PUMA12 Name","Pop 2014 estimate fr county level ests","cbsa to puma12 alloc factor"
"44180","29","02603","MO","Springfield, MO (Metro)","Greene County--Springfield City (South)",123621.284,0.273 
"44220","39","04300","OH","Springfield, OH (Metro)","Clark County",136554,1 
"44260","28","00600","MS","Starkville, MS (Micro)","Golden Triangle Region--Starkville, Columbus & West Point Cities",49414,1 
"44300","42","01200","PA","State College, PA (Metro)","Centre County",158742,1 
"44340","13","00300","GA","Statesboro, GA (Micro)","Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",72087,1 
"44420","51","51080","VA","Staunton-Waynesboro, VA (Metro)","Central Shenandoah Planning District Commission (Southwest)",119766,1 
"44460","08","00200","CO","Steamboat Springs, CO (Micro)","Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties",23865,1 
"44500","48","02200","TX","Stephenville, TX (Micro)","North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties",40147,1 
"44540","08","00100","CO","Sterling, CO (Micro)","Northeast Colorado--Eastern Plains Region",22524,1 
"44580","17","00104","IL","Sterling, IL (Micro)","Jo Daviess, Carroll, Whiteside & Lee Counties",56876,1 
"44620","55","01601","WI","Stevens Point, WI (Micro)","Central Sands--Wood, Portage, Juneau & Adams Counties",70482,1 
"44660","40","01501","OK","Stillwater, OK (Micro)","Payne, Seminole, Creek (Southwest), Hughes & Okfuskee Counties--Stillwater City",80264,1 
"44700","06","07701","CA","Stockton-Lodi, CA (Metro)","San Joaquin County (Central)--Stockton City (North)",181625.136,0.254 
"44700","06","07702","CA","Stockton-Lodi, CA (Metro)","San Joaquin County (Central)--Stockton City (South)",158728.947,0.222 
"44700","06","07703","CA","Stockton-Lodi, CA (Metro)","San Joaquin County (South)--Tracy, Manteca & Lathrop Cities",204178.827,0.285 
"44700","06","07704","CA","Stockton-Lodi, CA (Metro)","San Joaquin County (North)--Lodi, Ripon & Escalon Cities",171064.09,0.239 
"44740","19","01900","IA","Storm Lake, IA (Micro)","Northwest Central Iowa--Storm Lake, Denison & Cherokee Region",20578,1 
"44780","26","02200","MI","Sturgis, MI (Micro)","St. Joseph & Branch Counties",60946,1 
"44860","48","01000","TX","Sulphur Springs, TX (Micro)","Ark-Tex COG (West)",35921,1 
"44900","13","02600","GA","Summerville, GA (Micro)","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",24939,1 
"44920","49","05001","UT","Summit Park, UT (Micro)","Cache, Summit, Morgan & Rich Counties",39105,1 
"44940","45","00800","SC","Sumter, SC (Metro)","Sumter, Clarendon, Williamsburg & Lee Counties--Sumter City",107919,1 
"44980","42","01000","PA","Sunbury, PA (Micro)","Northumberland & Montour Counties",93944,1 
"45000","06","01500","CA","Susanville, CA (Micro)","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",31749,1 
"45020","48","02600","TX","Sweetwater, TX (Micro)","West Central Texas COG (Outside Taylor County)",15093,1 
"45060","36","00600","NY","Syracuse, NY (Metro)","Oswego County",120913,0.183 
"45060","36","00701","NY","Syracuse, NY (Metro)","Onondaga County (Central)--Syracuse City",145531.677,0.22 
"45060","36","00702","NY","Syracuse, NY (Metro)","Onondaga County (North)",124510.145,0.188 
"45060","36","00703","NY","Syracuse, NY (Metro)","Onondaga County (Central)--Syracuse City (Outer)",162852.962,0.246 
"45060","36","00704","NY","Syracuse, NY (Metro)","Cayuga & Onondaga (South) Counties",35301.216,0.053 
"45060","36","01500","NY","Syracuse, NY (Metro)","Madison & Cortland Counties",72369,0.109 
"45140","40","00200","OK","Tahlequah, OK (Micro)","Cherokee, Sequoyah & Adair Counties",48341,1 
"45180","01","01000","AL","Talladega-Sylacauga, AL (Micro)","Talladega, Cherokee, Randolph, Cleburne & Clay Counties",81322,0.882 
"45180","01","01800","AL","Talladega-Sylacauga, AL (Micro)","Chilton, Tallapoosa, Chambers & Coosa Counties",10886,0.118 
"45220","12","06300","FL","Tallahassee, FL (Metro)","Apalachee Region (Outside Leon County)",91763,0.244 
"45220","12","07300","FL","Tallahassee, FL (Metro)","Leon County (Outer)",143478.951,0.382 
"45220","12","07301","FL","Tallahassee, FL (Metro)","Leon County (Central)--Tallahassee City (Central)",140509.049,0.374 
"45300","12","05301","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Hernando County",175855,0.06 
"45300","12","05701","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Hillsborough County (Central)--Tampa City (Central)",149807.649,0.051 
"45300","12","05702","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Hillsborough County (Southwest)--Tampa City (South)",167350.065,0.057 
"45300","12","05703","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Hillsborough County (Northwest)",158177.294,0.054 
"45300","12","05704","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Hillsborough County (North Central)",165603.534,0.057 
"45300","12","05705","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Hillsborough County (North Central)--Tampa City (North)",156787.351,0.054 
"45300","12","05706","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Hillsborough County (Northeast)",134023.544,0.046 
"45300","12","05707","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Hillsborough County (Central)",190903.077,0.065 
"45300","12","05708","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Hillsborough County (South County)",193645.485,0.066 
"45300","12","10101","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Pasco County (East Central)",119570.581,0.041 
"45300","12","10102","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Pasco County (West Central)",109200.702,0.037 
"45300","12","10103","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Pasco County (Gulf Coast)",135535.327,0.046 
"45300","12","10104","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Pasco County (South)",121024.39,0.042 
"45300","12","10301","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Pinellas County (North)",119923.655,0.041 
"45300","12","10302","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Pinellas County (North Central)",109895.217,0.038 
"45300","12","10303","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Pinellas County (Central)--Clearwater City (South & Central)",107025.27,0.037 
"45300","12","10304","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Pinellas County (Central)--Greater Largo City",110007.804,0.038 
"45300","12","10305","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Pinellas County (West Central)--Greater Seminole City",110314.86,0.038 
"45300","12","10306","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Pinellas County (Central)--Greater Pinellas Park City",112004.69,0.038 
"45300","12","10307","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Pinellas County (Southeast)--St. Petersburg City (East)",155471.488,0.053 
"45300","12","10308","FL","Tampa-St. Petersburg-Clearwater, FL (Metro)","Pinellas County (South Central)--St. Petersburg City (West)",113455.016,0.039 
"45340","35","00300","NM","Taos, NM (Micro)","North Central New Mexico",33084,1 
"45380","17","01602","IL","Taylorville, IL (Micro)","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",33892,1 
"45460","18","01600","IN","Terre Haute, IN (Metro)","Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties",63305,0.369 
"45460","18","01700","IN","Terre Haute, IN (Metro)","Vigo County--Terre Haute City",108175,0.631 
"45500","05","02000","AR","Texarkana, TX-AR (Metro)","Southwest Arkansas",55960,0.375 
"45500","48","01100","TX","Texarkana, TX-AR (Metro)","Ark-Tex COG (East)--Bowie & Cass Counties",93275,0.625 
"45520","41","00200","OR","The Dalles, OR (Micro)","North Central Oregon--The Dalles City",25515,1 
"45540","12","06902","FL","The Villages, FL (Metro)","Sumter (North) & Lake (North) Counties",87244.815,0.763 
"45540","12","06903","FL","The Villages, FL (Metro)","Lake (South) & Sumter (South) Counties",27105.185,0.237 
"45580","13","01900","GA","Thomaston, GA (Micro)","Three Rivers Regional Commission (East)",26256,1 
"45620","13","00800","GA","Thomasville, GA (Micro)","Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",44959,1 
"45660","39","02300","OH","Tiffin, OH (Micro)","Seneca, Crawford & Wyandot Counties",55669,1 
"45700","13","00700","GA","Tifton, GA (Micro)","Southern Georgia Regional Commission (West)",40704,1 
"45740","13","03500","GA","Toccoa, GA (Micro)","Georgia Mountains Regional Commission (Southeast)",25480,1 
"45780","39","00200","OH","Toledo, OH (Metro)","Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City",115137.219,0.19 
"45780","39","00300","OH","Toledo, OH (Metro)","Lucas (West) & Wood (North Central) Counties--Perrysburg, Sylvania & Maumee Cities",151440.786,0.249 
"45780","39","00400","OH","Toledo, OH (Metro)","Toledo City (West)",131534.076,0.217 
"45780","39","00500","OH","Toledo, OH (Metro)","Toledo City (East)",144595.169,0.238 
"45780","39","00600","OH","Toledo, OH (Metro)","Ottawa, Wood (Northeast) & Lucas (East) Counties--Oregon City",64748.749,0.107 
"45820","20","00400","KS","Topeka, KS (Metro)","Northeast Kansas",18855,0.081 
"45820","20","00801","KS","Topeka, KS (Metro)","Shawnee County (Central)--Topeka City",104556.62,0.447 
"45820","20","00802","KS","Topeka, KS (Metro)","Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties",110346.38,0.472 
"45860","09","00500","CT","Torrington, CT (Micro)","Litchfield County",184993,1 
"45900","26","00400","MI","Traverse City, MI (Micro)","Northwest Lower Peninsula (East)",17394,0.118 
"45900","26","00500","MI","Traverse City, MI (Micro)","Northwest Lower Peninsula (West)",130216,0.882 
"45940","34","02301","NJ","Trenton, NJ (Metro)","Mercer County (West Central)--Trenton City",122357.544,0.329 
"45940","34","02302","NJ","Trenton, NJ (Metro)","Mercer County (North)--Princeton Borough",145673.832,0.392 
"45940","34","02303","NJ","Trenton, NJ (Metro)","Mercer County (South)",103505.624,0.279 
"45980","01","02400","AL","Troy, AL (Micro)","Russell, Pike, Barbour, Macon & Bullock Counties",33389,1 
"46020","06","05700","CA","Truckee-Grass Valley, CA (Micro)","Nevada & Sierra Counties",98893,1 
"46060","04","00201","AZ","Tucson, AZ (Metro)","Pima County (West)",103675.129,0.103 
"46060","04","00202","AZ","Tucson, AZ (Metro)","Tucson (West) & Marana Cities",118174.194,0.118 
"46060","04","00203","AZ","Tucson, AZ (Metro)","Pima County (North Central)--Oro Valley Town",112170.234,0.112 
"46060","04","00204","AZ","Tucson, AZ (Metro)","Pima County (Northeast)",107017.835,0.107 
"46060","04","00205","AZ","Tucson, AZ (Metro)","Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town",125310.492,0.125 
"46060","04","00206","AZ","Tucson, AZ (Metro)","Tucson City (Northeast)",104686.548,0.104 
"46060","04","00207","AZ","Tucson, AZ (Metro)","Tucson City (Northwest)",104448.808,0.104 
"46060","04","00208","AZ","Tucson, AZ (Metro)","Tucson City (South)",110736.621,0.11 
"46060","04","00209","AZ","Tucson, AZ (Metro)","Tucson City (Southeast)",118296.138,0.118 
"46100","47","02200","TN","Tullahoma-Manchester, TN (Micro)","Coffee, Franklin, Lincoln & Moore Counties",101344,1 
"46140","40","00100","OK","Tulsa, OK (Metro)","Northeast Oklahoma",27573.376,0.028 
"46140","40","01201","OK","Tulsa, OK (Metro)","Tulsa County (Central)--Tulsa City (Central)",205964.334,0.213 
"46140","40","01202","OK","Tulsa, OK (Metro)","Tulsa County (Southeast)--Tulsa (Southeast) & Broken Arrow (West) Cities",201076.992,0.207 
"46140","40","01203","OK","Tulsa, OK (Metro)","Tulsa County (North)--Tulsa (North) & Owasso Cities",120466.102,0.124 
"46140","40","01204","OK","Tulsa, OK (Metro)","Tulsa (West), Creek (Northeast) & Osage (Southeast) Counties--Tulsa City (West)",166853.85,0.172 
"46140","40","01301","OK","Tulsa, OK (Metro)","Rogers (Central) & Wagoner (West) Counties--Claremore City",116826.615,0.121 
"46140","40","01302","OK","Tulsa, OK (Metro)","Muskogee, Okmulgee, Wagoner (East) & McIntosh Counties",60212.01,0.062 
"46140","40","01501","OK","Tulsa, OK (Metro)","Payne, Seminole, Creek (Southwest), Hughes & Okfuskee Counties--Stillwater City",20821.03,0.021 
"46140","40","01601","OK","Tulsa, OK (Metro)","Washington, Osage (North & West), Pawnee & Creek (Northwest) Counties",49429.691,0.051 
"46180","28","00400","MS","Tupelo, MS (Micro)","Three Rivers Region--Lafayette, Monroe, Itawamba, Chickasaw & Calhoun Counties",23527,0.168 
"46180","28","00500","MS","Tupelo, MS (Micro)","Three Rivers Region--Lee, Pontotoc & Union Counties--Tupelo City",116196,0.832 
"46220","01","01500","AL","Tuscaloosa, AL (Metro)","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",107653.692,0.453 
"46220","01","01600","AL","Tuscaloosa, AL (Metro)","Tuscaloosa & Northport (Southeast) Cities",114923.308,0.483 
"46220","01","01700","AL","Tuscaloosa, AL (Metro)","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",15184,0.064 
"46300","16","00900","ID","Twin Falls, ID (Micro)","Twin Falls & Cassia Counties--Twin Falls City",80914,0.78 
"46300","16","01000","ID","Twin Falls, ID (Micro)","Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",22818,0.22 
"46340","48","01501","TX","Tyler, TX (Metro)","East Texas COG (Central)--Smith County (Outside Tyler City)",104905.663,0.479 
"46340","48","01502","TX","Tyler, TX (Metro)","East Texas COG (Central)--Smith County (West)--Tyler City",113936.337,0.521 
"46380","06","03300","CA","Ukiah, CA (Micro)","Lake & Mendocino Counties",87869,1 
"46460","21","00100","KY","Union City, TN-KY (Micro)","Purchase Area Development District",6265,0.168 
"46460","47","00100","TN","Union City, TN-KY (Micro)","Northwest Tennessee--Gibson, Dyer, Obion, Crockett & Lake Counties",30941,0.832 
"46500","39","02700","OH","Urbana, OH (Micro)","Logan, Champaign & Hardin Counties",39128,1 
"46520","15","00301","HI","Urban Honolulu, HI (Metro)","Honolulu County--Rural Oahu",105061.957,0.106 
"46520","15","00302","HI","Urban Honolulu, HI (Metro)","Honolulu County--Koolaupoko",119825.256,0.121 
"46520","15","00303","HI","Urban Honolulu, HI (Metro)","Honolulu County--East Honolulu to Kapahulu",111950.942,0.113 
"46520","15","00304","HI","Urban Honolulu, HI (Metro)","Honolulu County--Tantalus to Waikiki",126281.403,0.127 
"46520","15","00305","HI","Urban Honolulu, HI (Metro)","Honolulu County--Nuuanu to Kalihi",119169.757,0.12 
"46520","15","00306","HI","Urban Honolulu, HI (Metro)","Honolulu County--Moanalua to Pearl City",147346.859,0.149 
"46520","15","00307","HI","Urban Honolulu, HI (Metro)","Honolulu County--Central Oahu",151224.709,0.152 
"46520","15","00308","HI","Urban Honolulu, HI (Metro)","Honolulu County--Ewa",110927.115,0.112 
"46540","36","00401","NY","Utica-Rome, NY (Metro)","Herkimer (North & Central) & Oneida (Outer) Counties",114667.226,0.387 
"46540","36","00402","NY","Utica-Rome, NY (Metro)","Oneida County (Central)--Greater Utica & Rome Cities",163164.764,0.55 
"46540","36","00403","NY","Utica-Rome, NY (Metro)","Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",18783.011,0.063 
"46620","48","06200","TX","Uvalde, TX (Micro)","Middle Rio Grande Development Council",27117,1 
"46660","13","00500","GA","Valdosta, GA (Metro)","Southern Georgia Regional Commission (East & Central)",14376,0.1 
"46660","13","00600","GA","Valdosta, GA (Metro)","Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City",113523,0.792 
"46660","13","00700","GA","Valdosta, GA (Metro)","Southern Georgia Regional Commission (West)",15418,0.108 
"46700","06","09501","CA","Vallejo-Fairfield, CA (Metro)","Solano County (Southwest)--Vallejo & Benicia Cities",151070.662,0.35 
"46700","06","09502","CA","Vallejo-Fairfield, CA (Metro)","Solano County (Central)--Fairfield & Suisun City Cities",144788.481,0.336 
"46700","06","09503","CA","Vallejo-Fairfield, CA (Metro)","Solano County (Northeast)--Vacaville & Dixon Cities",135271.857,0.314 
"46740","01","01800","AL","Valley, AL (Micro)","Chilton, Tallapoosa, Chambers & Coosa Counties",34076,1 
"46780","39","02600","OH","Van Wert, OH (Micro)","Auglaize, Mercer & Van Wert Counties",28462,1 
"46820","46","00500","SD","Vermillion, SD (Micro)","Southeast South Dakota (Outside Sioux Falls City)",13932,1 
"46860","49","13001","UT","Vernal, UT (Micro)","Southeast Utah & Uintah Basin Region",36867,1 
"46900","48","00600","TX","Vernon, TX (Micro)","North Texas Regional Planning Commission (Outside Wichita County) & Wise County",12973,1 
"46980","28","01200","MS","Vicksburg, MS (Micro)","Central Region--Hinds (West), Warren & Copiah Counties--Vicksburg City",47983,0.841 
"46980","28","01600","MS","Vicksburg, MS (Micro)","Southwest Region",9080,0.159 
"47020","48","05500","TX","Victoria, TX (Metro)","Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties",7549,0.077 
"47020","48","05600","TX","Victoria, TX (Metro)","Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties",91081,0.923 
"47080","13","01200","GA","Vidalia, GA (Micro)","Heart of Georgia Altamaha Regional Commission (Southeast)",36273,1 
